Gene ID	Gene Name	poly(A)+ Half-life	Total Half-life	Lower limit	Upper limit
YGR286C	BIO2	3.8	12.9	10.5	17.0
YGR287C	IMA1	10.9	31.5	18.8	70.5
YGR288W	MAL13	8.3	12.9	9.9	17.4
YGR295C	COS6	6.9	14.9	11.0	21.3
YHL001W	RPL14B	3.4	22.6	14.6	37.9
YHL002W	HSE1	3.9	5.4	4.6	8.7
YHL003C	LAG1	3.9	6.1	5.7	7.9
YHL004W	MRP4	2.2	4.4	3.6	6.3
YHL006C	SHU1	2.9	2.4	2.1	3.4
YHL007C	STE20	2.5	5.5	4.5	12.1
YHL009C	YAP3	1.9	3.1	2.8	5.3
YHL010C	ETP1	4.2	18.2	10.2	28.3
YHL011C	PRS3	2.9	5.5	4.7	7.9
YHL013C	OTU2	1.3	2.7	2.5	3.6
YHL014C	YLF2	1.2	1.7	1.7	2.5
YHL015W	RPS20	7.2	22.1	15.5	29.4
YHL016C	DUR3	4.4	12.0	7.0	22.1
YHL019C	APM2	8.2	15.9	11.2	21.6
YHL020C	OPI1	4.5	8.4	6.5	12.9
YHL022C	SPO11	4.0	9.5	7.7	12.1
YHL023C	NPR3	3.3	6.9	5.9	11.5
YHL027W	RIM101	3.7	6.6	5.1	12.3
YHL028W	WSC4	5.0	9.1	6.1	15.0
YHL031C	GOS1	7.0	10.9	9.0	14.3
YHL032C	GUT1	7.7	23.5	16.7	34.9
YHL033C	RPL8A	3.3	18.9	12.2	29.7
YHL034C	SBP1	4.0	9.7	8.2	12.2
YHL036W	MUP3	2.1	2.7	2.4	5.9
YHL039W	EFM1	2.3	5.2	4.7	7.3
YHL040C	ARN1	3.6	6.8	4.9	13.6
YHL043W	ECM34	6.8	8.9	5.9	17.3
YHL047C	ARN2	4.3	8.6	7.2	13.0
YHL048W	COS8	4.5	12.4	9.1	18.5
YHR001W	OSH7	6.2	14.4	9.6	20.8
YHR001W-A	QCR10	4.8	10.7	7.7	15.6
YHR003C	TCD1	3.4	6.8	5.5	10.9
YHR004C	NEM1	6.4	11.4	7.9	21.0
YHR005C	GPA1	3.4	6.3	5.2	9.1
YHR005C-A	TIM10	2.2	5.1	4.5	6.6
YHR006W	STP2	4.8	8.4	6.6	14.7
YHR007C	ERG11	2.6	5.7	5.0	8.9
YHR010W	RPL27A	3.7	16.7	13.0	23.4
YHR011W	DIA4	2.8	2.5	2.4	3.8
YHR012W	VPS29	3.4	7.4	6.4	10.9
YHR013C	ARD1	2.4	4.6	4.1	5.8
YHR016C	YSC84	16.0	39.0	19.4	90.0
YHR017W	YSC83	8.3	10.1	8.1	14.0
YHR018C	ARG4	3.9	7.3	6.2	9.6
YHR019C	DED81	4.4	46.4	34.2	62.0
YHR020W		1.9	20.5	15.7	26.6
YHR021C	RPS27B	4.2	31.6	20.4	74.3
YHR023W	MYO1	3.6	15.3	9.9	26.6
YHR024C	MAS2	3.4	7.7	5.9	13.9
YHR025W	THR1	5.5	25.3	22.7	30.0
YHR026W	VMA16	4.7	14.0	10.5	20.0
YHR028C	DAP2	7.5	15.9	12.6	22.6
YHR030C	SLT2	2.6	4.6	4.1	7.6
YHR031C	RRM3	3.4	19.6	11.2	31.9
YHR032W	ERC1	1.9	4.4	4.0	6.7
YHR034C	PIH1	3.5	5.8	5.1	8.7
YHR036W	BRL1	2.8	4.6	3.9	8.7
YHR037W	PUT2	4.6	16.4	11.0	26.5
YHR038W	RRF1	4.5	4.7	3.8	9.1
YHR039C	MSC7	2.8	7.6	6.2	12.2
YHR039C-A	VMA10	4.1	17.2	14.1	22.3
YHR040W	BCD1	1.7	2.9	2.8	3.9
YHR041C	SRB2	1.9	7.0	6.2	9.4
YHR042W	NCP1	3.3	13.2	9.9	18.7
YHR043C	DOG2	11.7	53.9	30.1	141.0
YHR050W	SMF2	3.8	6.3	5.3	9.5
YHR051W	COX6	6.2	15.2	11.6	19.7
YHR052W	CIC1	1.0	1.8	1.8	3.0
YHR056C	RSC30	4.6	8.2	6.7	13.0
YHR057C	CPR2	5.8	14.6	10.4	23.1
YHR058C	MED6	1.1	4.0	3.2	6.8
YHR059W	FYV4	2.1	3.8	3.5	5.0
YHR060W	VMA22	4.8	11.0	9.0	13.4
YHR061C	GIC1	2.6	4.4	3.9	7.4
YHR062C	RPP1	1.7	3.5	3.0	4.8
YHR063C	PAN5	5.3	15.7	11.9	22.1
YHR065C	RRP3	2.1	4.5	3.6	8.9
YHR066W	SSF1	1.2	2.9	2.8	3.6
YHR067W	HTD2	4.1	7.6	6.3	11.5
YHR068W	DYS1	3.2	8.6	7.6	11.5
YHR069C	RRP4	2.2	3.4	3.2	4.8
YHR070W	TRM5	3.1	7.7	5.8	10.8
YHR071W	PCL5	6.7	23.0	13.7	34.4
YHR072W	ERG7	2.3	5.5	4.8	7.5
YHR072W-A	NOP10	3.2	5.9	4.8	8.8
YHR073W	OSH3	2.3	4.7	4.2	7.2
YHR074W	QNS1	4.6	22.4	13.2	39.4
YHR075C	PPE1	22.0	52.7	27.2	116.6
YHR076W	PTC7	5.4	18.2	13.3	22.6
YHR079C	IRE1	4.9	7.8	6.8	12.9
YHR080C		2.9	4.8	4.3	7.2
YHR081W	LRP1	2.7	4.4	4.0	6.0
YHR082C	KSP1	6.4	34.9	26.2	47.2
YHR083W	SAM35	4.7	7.9	6.7	10.8
YHR084W	STE12	1.3	2.2	2.1	3.4
YHR085W	IPI1	1.0	1.3	1.4	2.0
YHR086W	NAM8	3.2	5.3	4.8	7.9
YHR088W	RPF1	3.4	5.8	5.3	7.2
YHR089C	GAR1	1.6	3.1	2.7	4.8
YHR090C	YNG2	4.8	4.8	4.1	7.9
YHR091C	MSR1	4.2	4.9	3.8	9.0
YHR094C	HXT1	1.9	3.6	3.3	5.4
YHR098C	SFB3	3.5	13.8	8.5	27.7
YHR099W	TRA1	15.4	22.0	14.8	35.6
YHR100C	GEP4	2.7	7.3	6.0	11.7
YHR101C	BIG1	6.3	6.8	5.2	11.0
YHR103W	SBE22	3.7	7.3	5.8	12.7
YHR106W	TRR2	12.5	41.0	22.7	84.7
YHR107C	CDC12	7.1	11.1	8.2	18.9
YHR108W	GGA2	10.5	23.1	16.7	32.4
YHR110W	ERP5	5.0	10.9	8.3	15.4
YHR111W	UBA4	3.3	10.6	8.1	16.1
YHR113W	APE4	7.9	22.8	17.1	34.5
YHR114W	BZZ1	5.0	18.9	12.8	27.3
YHR115C	DMA1	6.6	13.1	9.2	18.8
YHR116W	COX23	3.9	8.8	6.5	12.4
YHR117W	TOM71	3.7	16.2	11.5	21.9
YHR118C	ORC6	2.0	3.2	2.6	5.4
YHR119W	SET1	2.9	4.4	3.9	7.2
YHR120W	MSH1	2.3	6.0	4.6	11.0
YHR121W	LSM12	4.1	6.4	6.0	7.7
YHR122W	CIA2	3.1	5.5	5.1	7.0
YHR123W	EPT1	3.4	6.7	5.6	9.4
YHR124W	NDT80	2.7	4.9	4.4	7.7
YHR127W		2.0	2.8	2.6	3.8
YHR128W	FUR1	2.6	6.2	5.4	7.8
YHR129C	ARP1	2.0	5.4	4.3	10.5
YHR132C	ECM14	6.3	19.4	15.3	24.3
YHR132W-A	IGO2	4.9	5.9	4.6	11.2
YHR133C	NSG1	3.7	9.7	8.7	12.1
YHR134W	WSS1	2.1	5.2	3.6	9.9
YHR135C	YCK1	3.4	5.7	5.1	8.7
YHR138C		9.9	22.2	15.3	31.6
YHR141C	RPL42B	4.1	19.8	14.6	27.3
YHR142W	CHS7	2.1	2.6	2.4	4.5
YHR143W	DSE2	2.1	7.2	5.2	12.4
YHR143W-A	RPC10	2.6	2.5	2.3	3.8
YHR144C	DCD1	1.0	1.8	1.8	2.3
YHR146W	CRP1	10.4	26.2	19.5	37.6
YHR147C	MRPL6	3.7	5.5	4.7	7.9
YHR148W	IMP3	1.2	2.7	2.4	3.2
YHR149C	SKG6	1.4	5.2	4.5	8.6
YHR150W	PEX28	2.1	4.2	3.8	6.4
YHR151C	MTC6	2.2	5.0	4.1	8.3
YHR152W	SPO12	5.0	17.1	10.5	30.5
YHR153C	SPO16	5.3	4.0	2.8	6.3
YHR154W	RTT107	3.2	20.9	13.3	30.6
YHR155W	YSP1	13.8	33.3	18.8	57.4
YHR158C	KEL1	4.2	15.2	9.5	32.1
YHR161C	YAP1801	8.0	18.3	10.6	27.8
YHR162W	MPC2	3.8	6.3	5.2	8.7
YHR163W	SOL3	6.2	17.5	12.9	24.7
YHR166C	CDC23	4.3	6.9	5.7	12.7
YHR167W	THP2	2.7	6.4	3.5	12.1
YHR168W	MTG2	2.1	3.7	3.1	6.5
YHR169W	DBP8	1.5	3.0	2.8	4.4
YHR170W	NMD3	1.7	3.6	3.4	4.6
YHR171W	ATG7	8.6	14.6	10.3	23.2
YHR172W	SPC97	3.7	4.9	4.0	9.1
YHR181W	SVP26	3.6	7.1	5.4	10.4
YHR182W		2.2	4.9	3.8	7.0
YHR184W	SSP1	0.9	1.1	1.1	1.9
YHR186C	KOG1	3.0	11.8	7.7	24.6
YHR187W	IKI1	2.1	2.9	2.8	4.1
YHR188C	GPI16	5.7	17.8	13.1	23.9
YHR189W	PTH1	5.8	10.6	8.3	15.9
YHR190W	ERG9	6.1	27.8	23.2	35.1
YHR192W	LNP1	3.7	5.7	5.0	9.3
YHR193C	EGD2	6.2	22.9	19.0	28.9
YHR194W	MDM31	4.2	13.9	7.5	25.6
YHR195W	NVJ1	6.7	10.1	7.7	14.2
YHR196W	UTP9	1.1	2.4	2.2	3.7
YHR197W	RIX1	1.5	4.8	4.0	8.9
YHR198C	AIM18	4.8	7.4	5.2	12.8
YHR199C	AIM46	20.8	42.6	25.7	69.7
YHR200W	RPN10	4.1	10.2	7.8	14.0
YHR201C	PPX1	3.3	5.2	4.9	7.4
YHR203C	RPS4B	4.8	25.6	21.1	30.0
YHR204W	MNL1	2.2	4.4	3.7	6.9
YHR205W	SCH9	2.5	6.8	5.2	15.1
YHR206W	SKN7	1.8	2.4	2.3	3.8
YHR207C	SET5	5.4	12.7	7.3	23.6
YHR208W	BAT1	2.7	8.6	7.0	12.2
YHR209W	CRG1	4.5	14.9	10.8	23.2
YHR216W	IMD2	5.4	36.8	20.9	84.7
YIL002C	INP51	4.8	14.5	9.7	24.0
YIL003W	CFD1	2.9	5.1	4.3	8.1
YIL004C	BET1	2.2	7.3	5.5	11.3
YIL005W	EPS1	2.2	3.3	3.0	5.0
YIL006W	YIA6	7.2	7.1	5.4	11.8
YIL007C	NAS2	7.4	9.5	7.8	15.3
YIL008W	URM1	4.7	13.8	10.4	19.2
YIL009C-A	EST3	3.9	7.1	6.2	9.6
YIL009W	FAA3	2.0	3.5	2.9	6.1
YIL010W	DOT5	6.2	15.2	11.9	21.9
YIL013C	PDR11	11.8	36.2	26.7	53.4
YIL014W	MNT3	2.5	7.8	6.5	11.3
YIL015W	BAR1	2.0	7.0	6.3	9.2
YIL016W	SNL1	1.9	3.3	3.1	4.4
YIL017C	VID28	10.4	52.4	25.8	126.9
YIL018W	RPL2B	4.8	24.9	21.1	29.8
YIL019W	FAF1	3.1	8.0	6.0	15.6
YIL020C	HIS6	2.3	4.6	4.0	7.8
YIL021W	RPB3	2.3	3.9	3.3	7.7
YIL022W	TIM44	2.7	5.0	4.5	7.3
YIL023C	YKE4	5.4	10.9	8.5	15.6
YIL026C	IRR1	3.9	26.4	16.6	40.6
YIL027C	EMC5	3.8	4.8	4.0	6.6
YIL030C	SSM4	2.7	7.5	5.5	13.7
YIL031W	ULP2	4.0	6.4	4.4	13.0
YIL033C	BCY1	5.3	12.4	9.7	17.1
YIL034C	CAP2	8.8	23.1	16.8	33.4
YIL035C	CKA1	6.1	10.5	6.5	20.8
YIL036W	CST6	7.5	12.3	7.1	21.0
YIL037C	PRM2	2.3	3.6	3.2	6.5
YIL038C	NOT3	2.6	5.7	4.5	11.4
YIL039W	TED1	3.8	10.2	7.5	15.4
YIL040W	APQ12	2.2	4.7	4.1	6.8
YIL041W	GVP36	5.6	32.2	26.5	38.6
YIL042C	PKP1	4.2	7.8	5.9	11.5
YIL043C	CBR1	9.1	27.8	21.1	46.2
YIL044C	AGE2	2.4	4.7	4.0	6.9
YIL047C	SYG1	2.2	4.9	4.3	8.1
YIL048W	NEO1	4.7	16.3	10.3	29.5
YIL049W	DFG10	6.5	8.4	6.5	15.7
YIL050W	PCL7	4.2	4.6	4.1	6.2
YIL051C	MMF1	8.5	27.3	21.1	35.7
YIL052C	RPL34B	5.0	21.8	16.5	28.4
YIL053W	GPP1	1.5	4.5	4.1	5.7
YIL056W	VHR1	4.9	7.9	5.6	12.9
YIL061C	SNP1	1.7	2.2	2.1	2.8
YIL062C	ARC15	8.9	17.3	12.2	25.5
YIL063C	YRB2	6.3	11.6	9.7	16.3
YIL064W	SEE1	2.2	5.2	4.6	6.6
YIL065C	FIS1	4.3	9.1	7.7	12.5
YIL066C	RNR3	12.4	57.1	25.4	571.2
YIL068C	SEC6	3.4	6.9	5.7	10.4
YIL069C	RPS24B	1.9	6.3	5.2	8.8
YIL070C	MAM33	3.6	8.2	6.6	12.6
YIL071C	PCI8	4.3	14.8	9.4	23.7
YIL073C	SPO22	4.2	20.8	12.0	32.3
YIL074C	SER33	2.5	6.0	5.1	9.0
YIL076W	SEC28	5.0	13.8	11.2	18.4
YIL078W	THS1	3.3	33.1	23.0	51.6
YIL079C	AIR1	0.8	1.8	1.7	2.4
YIL083C	CAB2	3.0	7.0	5.8	9.5
YIL084C	SDS3	4.2	7.2	5.3	14.1
YIL085C	KTR7	3.4	8.1	6.1	13.7
YIL087C	AIM19	5.5	8.6	6.6	12.6
YIL088C	AVT7	5.1	10.3	8.8	14.1
YIL090W	ICE2	1.9	3.3	3.2	4.5
YIL091C	UTP25	1.2	2.8	2.6	3.8
YIL093C	RSM25	2.1	4.8	3.9	7.3
YIL094C	LYS12	3.7	11.2	9.0	15.0
YIL098C	FMC1	4.8	8.2	6.8	10.9
YIL103W	DPH1	2.1	2.6	2.5	3.5
YIL104C	SHQ1	1.0	1.9	1.8	2.7
YIL105C	SLM1	10.7	24.9	20.2	30.5
YIL107C	PFK26	21.0	40.1	27.9	66.8
YIL108W		6.8	20.3	13.3	32.3
YIL109C	SEC24	4.6	31.7	20.9	52.4
YIL111W	COX5B	7.1	17.3	12.0	25.3
YIL112W	HOS4	3.8	9.5	7.0	18.4
YIL114C	POR2	2.4	7.4	6.6	10.3
YIL115C	NUP159	4.8	26.9	18.8	38.6
YIL116W	HIS5	5.9	28.7	21.2	38.9
YIL117C	PRM5	8.6	15.9	11.6	28.2
YIL118W	RHO3	2.6	3.6	3.1	6.6
YIL120W	QDR1	6.1	18.0	10.6	36.8
YIL121W	QDR2	16.7	32.4	17.6	66.2
YIL122W	POG1	2.1	3.3	2.7	6.5
YIL125W	KGD1	6.2	30.0	20.0	52.0
YIL126W	STH1	1.9	7.5	6.3	11.6
YIL130W	ASG1	3.5	5.8	4.7	11.4
YIL131C	FKH1	2.7	3.9	3.6	6.4
YIL133C	RPL16A	2.7	10.4	8.8	13.0
YIL135C	VHS2	7.8	12.3	8.3	24.8
YIL138C	TPM2	5.3	20.2	16.3	29.8
YIL140W	AXL2	2.6	7.6	5.4	15.0
YIL142W	CCT2	3.5	11.1	8.5	17.5
YIL144W	NDC80	10.4	13.1	8.1	23.3
YIL145C	PAN6	3.5	5.3	4.9	7.2
YIL147C	SLN1	2.6	7.0	5.7	10.3
YIL148W	RPL40A	4.8	20.9	15.9	27.8
YIL150C	MCM10	1.7	2.4	2.3	3.5
YIL153W	RRD1	5.3	7.4	5.9	12.9
YIL156W	UBP7	3.6	7.4	5.2	13.5
YIL157C	COA1	5.9	13.5	10.9	16.6
YIL158W	AIM20	2.1	2.1	2.1	2.7
YIL162W	SUC2	10.0	16.5	11.0	26.9
YIL164C	NIT1	3.4	5.4	4.7	8.9
YIR001C	SGN1	3.2	6.9	4.7	11.1
YIR002C	MPH1	6.6	15.2	9.7	22.5
YIR003W	AIM21	7.5	16.6	12.6	25.0
YIR004W	DJP1	2.5	4.7	4.0	7.3
YIR005W	IST3	3.9	5.3	4.4	9.7
YIR008C	PRI1	2.3	3.3	3.0	5.0
YIR009W	MSL1	2.3	5.1	4.4	9.4
YIR010W	DSN1	4.4	6.3	5.3	8.9
YIR011C	STS1	4.1	6.2	4.7	11.2
YIR012W	SQT1	2.0	6.9	6.1	8.9
YIR015W	RPR2	4.3	8.0	5.7	12.0
YIR018W	YAP5	8.6	12.8	10.1	18.1
YIR021W	MRS1	2.3	3.4	3.1	5.4
YIR022W	SEC11	5.4	10.8	8.9	14.2
YIR023W	DAL81	2.5	4.2	3.6	8.4
YIR024C		2.8	6.1	4.1	9.8
YIR026C	YVH1	4.0	7.9	6.4	10.3
YIR028W	DAL4	4.3	15.8	9.2	26.5
YIR029W	DAL2	4.4	10.1	5.9	17.7
YIR031C	DAL7	19.1	28.8	18.8	45.6
YIR033W	MGA2	4.2	10.4	7.9	17.2
YIR034C	LYS1	4.0	21.9	17.6	27.8
YIR037W	HYR1	15.2	44.0	30.7	70.5
YJL001W	PRE3	5.1	10.6	8.6	14.9
YJL002C	OST1	4.1	13.0	9.9	18.4
YJL003W	COX16	6.5	6.3	4.9	9.6
YJL004C	SYS1	3.9	8.4	6.2	11.8
YJL005W	CYR1	14.0	32.7	19.6	56.4
YJL006C	CTK2	1.2	1.7	1.7	2.5
YJL008C	CCT8	3.5	7.9	5.8	14.0
YJL010C	NOP9	1.3	4.0	3.8	5.3
YJL011C	RPC17	1.1	2.6	2.3	3.5
YJL012C	VTC4	2.6	11.9	8.2	21.0
YJL013C	MAD3	2.2	4.8	4.3	8.0
YJL014W	CCT3	2.0	7.8	6.3	12.0
YJL019W	MPS3	3.6	6.6	5.2	9.5
YJL024C	APS3	3.7	6.6	5.8	8.8
YJL025W	RRN7	1.2	3.1	2.8	6.0
YJL029C	VPS53	4.8	6.5	5.5	12.0
YJL030W	MAD2	4.1	9.7	7.2	13.4
YJL031C	BET4	4.0	7.9	6.2	12.6
YJL033W	HCA4	2.1	6.9	5.3	9.9
YJL036W	SNX4	8.1	11.6	8.3	16.3
YJL038C	LOH1	3.4	10.3	7.6	16.8
YJL039C	NUP192	3.8	14.9	9.8	26.2
YJL044C	GYP6	3.7	5.4	4.6	8.5
YJL047C	RTT101	5.0	11.4	7.3	23.4
YJL048C	UBX6	6.3	13.4	10.0	19.9
YJL050W	MTR4	1.6	7.4	6.6	9.8
YJL051W	IRC8	3.7	7.2	5.8	12.0
YJL053W	PEP8	8.2	15.4	11.4	21.5
YJL054W	TIM54	2.0	4.5	4.0	6.3
YJL059W	YHC3	13.1	20.2	11.6	37.4
YJL061W	NUP82	2.3	5.6	4.9	10.2
YJL062W	LAS21	2.8	7.5	6.5	11.0
YJL062W-A	COA3	4.5	11.4	7.9	16.1
YJL063C	MRPL8	2.6	4.9	4.6	6.5
YJL066C	MPM1	11.2	21.1	12.0	38.9
YJL069C	UTP18	1.2	2.6	2.4	3.6
YJL071W	ARG2	2.5	5.0	3.8	8.9
YJL072C	PSF2	2.1	3.1	2.7	5.1
YJL073W	JEM1	2.1	4.5	3.7	8.4
YJL074C	SMC3	2.1	19.8	14.4	30.0
YJL076W	NET1	3.8	27.7	16.1	44.2
YJL077C	ICS3	3.6	4.8	4.1	7.4
YJL078C	PRY3	2.8	12.3	8.0	20.8
YJL079C	PRY1	4.7	15.4	11.3	22.6
YJL083W	TAX4	7.1	25.0	17.0	40.0
YJL084C	ALY2	9.2	18.8	12.5	28.1
YJL085W	EXO70	4.4	7.7	6.1	13.5
YJL088W	ARG3	2.0	4.4	3.8	5.7
YJL090C	DPB11	2.0	3.4	3.0	5.4
YJL091C	GWT1	3.7	15.5	11.3	19.7
YJL092W	SRS2	7.0	18.3	10.8	28.6
YJL093C	TOK1	4.0	8.9	6.6	16.6
YJL094C	KHA1	3.7	5.3	4.5	9.6
YJL095W	BCK1	2.3	6.0	5.1	10.1
YJL096W	MRPL49	4.8	4.7	3.9	8.2
YJL097W	PHS1	3.9	7.6	6.5	11.5
YJL100W	LSB6	5.0	14.0	8.6	22.1
YJL101C	GSH1	2.3	6.8	5.4	10.5
YJL103C	GSM1	12.0	46.5	25.1	167.3
YJL104W	PAM16	3.8	7.9	6.6	12.3
YJL106W	IME2	1.9	2.3	2.1	3.6
YJL108C	PRM10	1.8	2.7	2.6	3.4
YJL109C	UTP10	2.4	16.2	11.6	22.2
YJL110C	GZF3	2.0	3.2	2.7	5.2
YJL111W	CCT7	2.2	5.3	4.3	9.8
YJL112W	MDV1	4.3	6.4	5.5	11.2
YJL115W	ASF1	3.7	9.6	6.5	17.2
YJL116C	NCA3	11.3	24.1	13.6	36.3
YJL117W	PHO86	4.8	15.6	10.8	22.8
YJL118W		1.1	3.4	2.6	6.4
YJL121C	RPE1	6.5	44.4	33.4	74.4
YJL122W	ALB1	0.8	1.3	1.3	1.5
YJL123C	MTC1	7.7	19.8	12.7	35.3
YJL124C	LSM1	2.8	4.9	4.3	7.1
YJL125C	GCD14	1.0	1.8	1.8	2.5
YJL126W	NIT2	5.9	18.4	12.0	24.8
YJL127C	SPT10	3.5	4.7	4.1	7.9
YJL128C	PBS2	3.6	5.9	5.0	10.1
YJL129C	TRK1	3.7	10.6	7.0	22.1
YJL130C	URA2	4.0	31.2	24.1	38.4
YJL133W	MRS3	2.0	3.5	3.0	5.6
YJL134W	LCB3	2.3	3.1	3.0	4.1
YJL136C	RPS21B	8.0	35.1	26.9	46.4
YJL137C	GLG2	3.4	6.8	5.6	10.3
YJL138C	TIF2	2.3	11.6	8.6	15.9
YJL140W	RPB4	4.8	9.9	6.8	15.8
YJL143W	TIM17	3.3	8.0	6.3	14.2
YJL145W	SFH5	6.4	21.9	16.1	39.5
YJL146W	IDS2	10.3	12.9	8.3	19.2
YJL148W	RPA34	1.1	1.5	1.5	2.3
YJL151C	SNA3	4.5	11.1	8.0	15.4
YJL154C	VPS35	4.3	16.0	10.2	24.5
YJL155C	FBP26	6.7	8.4	6.4	17.8
YJL156C	SSY5	2.4	27.3	13.6	47.4
YJL157C	FAR1	1.2	2.4	2.4	3.9
YJL158C	CIS3	2.4	9.5	7.0	16.7
YJL159W	HSP150	2.0	7.7	6.2	13.2
YJL162C	JJJ2	1.2	2.7	2.6	3.5
YJL164C	TPK1	7.4	10.3	7.9	17.1
YJL165C	HAL5	5.8	16.7	11.5	26.5
YJL166W	QCR8	6.5	9.5	7.5	13.6
YJL167W	ERG20	8.4	48.1	35.2	67.9
YJL171C		3.9	13.0	9.6	18.6
YJL173C	RFA3	3.0	8.3	6.4	11.4
YJL174W	KRE9	8.1	28.5	20.0	41.4
YJL176C	SWI3	3.6	4.9	4.4	7.1
YJL177W	RPL17B	3.8	31.2	25.0	37.4
YJL178C	ATG27	3.4	7.9	6.8	10.3
YJL179W	PFD1	2.9	6.3	5.0	9.3
YJL180C	ATP12	2.3	3.4	3.1	5.5
YJL183W	MNN11	2.2	3.7	3.5	5.1
YJL184W	GON7	4.0	8.2	6.4	11.9
YJL185C	ATG36	3.5	14.2	9.6	22.0
YJL186W	MNN5	2.6	7.2	6.1	10.4
YJL187C	SWE1	4.5	5.3	4.7	9.3
YJL189W	RPL39	7.2	18.6	13.4	24.1
YJL190C	RPS22A	3.7	24.0	18.4	31.4
YJL192C	SOP4	4.2	8.8	7.4	12.0
YJL194W	CDC6	1.1	2.6	2.4	4.9
YJL196C	ELO1	2.7	5.7	5.1	7.4
YJL198W	PHO90	1.8	3.7	3.4	4.9
YJL200C	ACO2	2.6	30.6	18.9	44.9
YJL201W	ECM25	8.1	13.9	7.5	23.5
YJL203W	PRP21	2.1	3.4	3.1	6.0
YJL204C	RCY1	2.6	6.6	5.3	13.2
YJL207C	LAA1	6.5	39.5	26.0	62.4
YJL208C	NUC1	2.2	4.4	3.8	6.0
YJL209W	CBP1	2.5	4.2	3.4	8.2
YJL210W	PEX2	2.7	5.3	4.3	9.0
YJR001W	AVT1	3.2	5.3	5.0	7.0
YJR002W	MPP10	2.1	4.4	4.0	5.7
YJR004C	SAG1	4.1	6.9	5.2	14.1
YJR005W	APL1	4.4	7.5	5.4	15.3
YJR006W	POL31	4.4	9.3	6.8	16.9
YJR007W	SUI2	3.2	6.7	5.9	9.7
YJR008W	MHO1	16.0	26.5	16.3	45.8
YJR009C	TDH2	2.9	30.6	23.8	38.2
YJR010C-A	SPC1	2.5	11.8	8.8	15.6
YJR013W	GPI14	3.6	5.0	4.2	8.7
YJR014W	TMA22	7.3	16.9	13.4	23.5
YJR016C	ILV3	3.2	24.6	21.0	28.1
YJR017C	ESS1	5.2	21.5	12.1	37.5
YJR019C	TES1	5.9	14.5	10.7	21.0
YJR021C	REC107	7.2	10.2	6.0	21.0
YJR022W	LSM8	2.2	4.3	3.1	7.1
YJR024C	MDE1	2.5	4.5	4.2	5.4
YJR025C	BNA1	7.6	37.9	28.3	50.2
YJR031C	GEA1	2.3	6.2	5.2	9.8
YJR032W	CPR7	2.4	6.9	5.6	10.6
YJR034W	PET191	2.7	5.3	4.3	7.9
YJR035W	RAD26	3.8	6.6	4.6	13.7
YJR036C	HUL4	16.1	15.7	8.7	27.5
YJR040W	GEF1	3.6	7.3	5.6	10.8
YJR041C	URB2	2.0	9.1	6.8	13.9
YJR042W	NUP85	3.2	6.8	5.3	11.5
YJR043C	POL32	1.3	2.6	2.3	3.5
YJR044C	VPS55	10.3	19.5	13.0	31.9
YJR048W	CYC1	2.3	4.9	4.4	6.2
YJR049C	UTR1	6.1	18.8	15.0	24.5
YJR050W	ISY1	2.3	4.7	3.7	6.7
YJR051W	OSM1	3.1	9.0	7.1	12.1
YJR052W	RAD7	2.5	4.8	4.3	7.0
YJR053W	BFA1	3.9	4.0	3.1	7.5
YJR054W	KCH1	2.4	5.1	4.3	8.0
YJR055W	HIT1	1.1	0.8	0.8	1.5
YJR056C		1.1	1.1	1.1	1.8
YJR057W	CDC8	2.9	5.6	5.2	7.2
YJR058C	APS2	3.4	6.6	5.6	9.2
YJR059W	PTK2	9.5	16.2	11.0	25.0
YJR060W	CBF1	4.8	24.0	14.1	44.6
YJR062C	NTA1	2.4	8.2	5.8	14.3
YJR063W	RPA12	0.9	1.7	1.6	2.1
YJR064W	CCT5	3.5	9.1	7.0	16.3
YJR065C	ARP3	8.0	17.9	13.4	24.3
YJR067C	YAE1	1.5	3.6	3.3	4.8
YJR068W	RFC2	3.6	7.0	5.9	9.1
YJR069C	HAM1	1.9	4.4	4.0	6.4
YJR070C	LIA1	2.0	3.6	3.4	4.4
YJR072C	NPA3	4.8	12.9	10.1	18.5
YJR073C	OPI3	6.6	16.6	14.6	20.2
YJR074W	MOG1	3.7	11.0	9.1	14.9
YJR075W	HOC1	3.6	7.8	6.7	10.8
YJR076C	CDC11	3.7	7.9	6.4	11.7
YJR077C	MIR1	2.9	10.5	8.7	14.3
YJR080C	AIM24	2.6	4.4	3.9	5.8
YJR082C	EAF6	4.6	12.3	10.3	16.5
YJR083C	ACF4	4.3	5.9	5.0	9.3
YJR084W		2.8	4.9	4.1	7.4
YJR085C		9.0	42.0	25.4	100.7
YJR086W	STE18	10.6	13.2	9.8	19.4
YJR088C	EMC2	4.2	10.8	8.8	15.2
YJR090C	GRR1	11.4	40.0	19.9	81.8
YJR091C	JSN1	10.4	58.2	35.6	109.3
YJR092W	BUD4	5.8	39.5	24.9	67.3
YJR093C	FIP1	4.1	5.4	4.3	10.5
YJR094W-A	RPL43B	3.4	10.4	8.8	13.1
YJR096W		16.3	36.6	23.9	71.0
YJR099W	YUH1	3.5	6.6	5.9	8.8
YJR100C	AIM25	4.1	7.2	5.9	9.9
YJR101W	RSM26	2.8	4.5	3.9	6.6
YJR102C	VPS25	4.9	9.2	5.5	14.4
