Gene	Expression	UWCounts	UWFrac
YBR181C	38800.0	73	0.102816901408
YOR078W	2120.0	63	0.0978260869565
YOR243C	4150.0	322	0.158620689655
YMR165C	3910.0	342	0.132148377125
YCR005C	2310.0	220	0.159189580318
YMR005W	1940.0	141	0.120926243568
YHR037W	17200.0	273	0.158077591199
YLR032W	1520.0	569	0.16215445996
YPR046W	279.0	73	0.133944954128
YOL060C	5890.0	264	0.124528301887
YNL232W	5550.0	109	0.124145785877
YDL076C	3060.0	143	0.161764705882
YDR120C	15500.0	239	0.139602803738
YJL192C	11700.0	131	0.186079545455
YDR063W	3040.0	64	0.142538975501
YLR423C	358.0	209	0.166799680766
YLR105C	319.0	174	0.153574580759
YML091C	1160.0	693	0.192073170732
YDL098C	907.0	94	0.16095890411
YMR143W	33800.0	72	0.167053364269
YCR063W	1900.0	33	0.0697674418605
YNL189W	2790.0	259	0.159090909091
YCL047C	830.0	126	0.162371134021
YGL122C	9670.0	174	0.110336081167
YDL018C	3190.0	111	0.163958641064
YKL056C	27800.0	65	0.129224652087
YJR057W	2980.0	107	0.164615384615
YLR377C	589.0	146	0.139579349904
YCL044C	3410.0	156	0.124501197127
YAL059W	2840.0	81	0.126959247649
YNL007C	20300.0	141	0.133270321361
YPL148C	486.0	88	0.168905950096
YJR137C	2900.0	752	0.173752310536
YDR397C	2950.0	53	0.120454545455
YMR021C	14800.0	179	0.142857142857
YMR074C	2550.0	55	0.12585812357
YOR104W	996.0	133	0.156839622642
YLR297W	922.0	59	0.151670951157
YNL021W	3050.0	347	0.163679245283
YGR095C	10800.0	96	0.143070044709
YAL033W	2230.0	63	0.120921305182
YNR049C	1380.0	78	0.123417721519
YOL112W	1730.0	221	0.149526387009
YNL251C	19600.0	238	0.137811233353
YBR266C	339.0	101	0.223451327434
YBR164C	5190.0	97	0.176043557169
YHR074W	172.0	332	0.154850746269
YFR030W	1580.0	516	0.166076601223
YJL146W	1850.0	217	0.154009936125
YKL078W	721.0	344	0.155867693702
YPL053C	4380.0	233	0.173880597015
YLR351C	4510.0	119	0.136
YJR111C	1890.0	131	0.153936545241
YER152C	1390.0	138	0.103681442524
YLR015W	1310.0	206	0.135794330916
YHR116W	1360.0	38	0.0835164835165
YPL259C	4420.0	228	0.159775753329
YGR093W	1270.0	241	0.158240315167
YLR442C	1400.0	436	0.148501362398
YOR386W	688.0	277	0.163229228049
YHL038C	1360.0	289	0.152748414376
YDR425W	1800.0	300	0.159829515184
YML076C	907.0	461	0.162667607622
YKR060W	3060.0	131	0.158980582524
YHR094C	23300.0	318	0.185747663551
YER069W	1180.0	410	0.158240061752
YMR091C	3510.0	186	0.142310635042
YER012W	21800.0	99	0.16610738255
YHR098C	12200.0	478	0.17138759412
YDL135C	1670.0	86	0.141447368421
YCR093W	4300.0	1187	0.187638318052
YBR069C	504.0	307	0.165142549758
YGR077C	538.0	314	0.177501413228
YGR255C	2940.0	258	0.179291174427
YBL102W	279.0	110	0.170015455951
YLR120C	5440.0	289	0.169104739614
YNL068C	656.0	338	0.130602782071
YJR080C	2290.0	184	0.155405405405
YDR146C	688.0	293	0.137623297323
YBR112C	3890.0	305	0.105172413793
YNL326C	2130.0	191	0.189108910891
YDR337W	6960.0	125	0.145348837209
YJL061W	9470.0	371	0.173283512377
YPR147C	2010.0	172	0.18818380744
YDR441C	937.0	94	0.17247706422
YPL094C	16500.0	117	0.141990291262
YOR101W	2050.0	129	0.138858988159
YER020W	4570.0	141	0.10452186805
YJL112W	3730.0	316	0.147388059701
YML058W	18800.0	36	0.114649681529
YBR188C	1430.0	52	0.123222748815
YLR435W	13400.0	88	0.14262560778
YJR076C	9280.0	159	0.127506014435
YKL157W	2910.0	464	0.162351294612
YBR003W	1560.0	221	0.155524278677
YOL140W	2300.0	199	0.156569630212
YPR129W	1280.0	116	0.110581506196
YDL113C	358.0	285	0.148283038502
YMR135C	639.0	180	0.13167520117
YPL005W	1760.0	314	0.172527472527
YBR247C	21600.0	217	0.149552033081
YLR185W	21800.0	34	0.127819548872
YJL210W	339.0	119	0.146012269939
YLR398C	5770.0	621	0.160755889205
YIL154C	5110.0	48	0.0461538461538
YIL101C	195.0	246	0.126608337622
YMR290W-A	217.0	76	0.219020172911
YKL004W	4170.0	246	0.204149377593
YPL101W	358.0	166	0.121167883212
YLR258W	14600.0	337	0.159187529523
YJR098C	1230.0	329	0.167005076142
YDL211C	3360.0	178	0.159212880143
YKL095W	2250.0	87	0.104066985646
YIL094C	19100.0	158	0.141704035874
YLR451W	125.0	407	0.153007518797
YFR017C	639.0	53	0.0902896081772
YIL076W	23100.0	151	0.169662921348
YOL044W	1070.0	197	0.171155516942
YLR323C	996.0	89	0.114249037227
YOR085W	4030.0	168	0.15969581749
YGL067W	846.0	200	0.173310225303
YNL087W	2630.0	567	0.160350678733
YBR278W	784.0	70	0.115702479339
YDR296W	2610.0	71	0.104411764706
YGL232W	2630.0	126	0.14499424626
YPR091C	861.0	372	0.160899653979
YGR141W	623.0	220	0.15680684248
YHR137W	7700.0	260	0.168721609345
YBR187W	2170.0	144	0.171021377672
YMR198W	98.9	235	0.131726457399
YCR003W	1690.0	85	0.154264972777
YMR163C	736.0	364	0.171941426547
YLR418C	538.0	180	0.152413209145
YER059W	1240.0	181	0.143423137876
YPL153C	6900.0	366	0.148478701826
YOL066C	1540.0	221	0.124507042254
YGL167C	6900.0	481	0.168653576438
YEL022W	7700.0	790	0.180406485499
YHR072W	2190.0	341	0.155353075171
YDL074C	2980.0	309	0.147002854424
YJL190C	40400.0	63	0.160714285714
YMR218C	432.0	620	0.187424425635
YNL265C	4760.0	121	0.135044642857
YNL230C	815.0	133	0.116769095698
YJL042W	279.0	517	0.123212583413
YNL301C	63700.0	69	0.123214285714
YMR058W	1050.0	264	0.138219895288
YDR061W	1580.0	251	0.155033971587
YOR290C	217.0	762	0.149090197613
YKL114C	7250.0	174	0.157751586582
YML024W	30900.0	61	0.148780487805
YML093W	1470.0	278	0.103001111523
YHR197W	7820.0	414	0.180707114797
YLR200W	784.0	42	0.122093023256
YKR003W	2550.0	203	0.150817236256
YER175C	937.0	140	0.155728587319
YIR012W	19700.0	180	0.138996138996
YCL049C	656.0	130	0.138592750533
YGL107C	4800.0	321	0.165463917526
YGR271C-A	2840.0	104	0.148359486448
YDR169C	639.0	201	0.130434782609
YMR272C	3290.0	198	0.17157712305
YPR108W	51900.0	202	0.156710628394
YKL054C	3380.0	217	0.0979241877256
YGR162W	9760.0	318	0.111266620014
YDL165W	2120.0	90	0.15652173913
YDR032C	2330.0	86	0.144295302013
YKL023W	1730.0	80	0.0960384153661
YJR051W	432.0	228	0.151495016611
YFL034W	1110.0	439	0.136293076684
YKL164C	1170.0	112	0.109268292683
YJR135C	1030.0	108	0.150208623088
YGL213C	1710.0	204	0.170997485331
YMR076C	7720.0	695	0.181320114793
YMR183C	1720.0	96	0.108229988726
YNL027W	1160.0	313	0.15373280943
YLR291C	6650.0	203	0.177292576419
YDR210W	13100.0	32	0.140969162996
YIL122W	736.0	117	0.110900473934
YDL230W	2690.0	134	0.133068520357
YJR113C	1340.0	50	0.0672947510094
YHR041C	1720.0	45	0.0712025316456
YIL068C	1080.0	409	0.169218038891
YCL025C	21100.0	310	0.163072067333
YNL282W	1360.0	66	0.112436115843
YBR286W	4740.0	240	0.148791072536
YDR190C	11600.0	209	0.150251617541
YAL031C	227.0	331	0.14504820333
YGR108W	300.0	212	0.149823321555
YBR264C	1360.0	75	0.125208681135
YBR231C	1680.0	80	0.0878155872667
YBR166C	2180.0	235	0.173048600884
YDR462W	6280.0	41	0.0925507900677
YJL148W	3360.0	91	0.129814550642
YIL057C	5530.0	56	0.113360323887
YPL055C	2060.0	109	0.109218436874
YIL148W	11800.0	50	0.129533678756
YNR016C	20200.0	1011	0.150873004029
YGR028W	3530.0	182	0.167279411765
YOL027C	7390.0	238	0.138291690877
YPL120W	2490.0	258	0.15421398685
YOL145C	12900.0	506	0.156510980513
YJL099W	1180.0	358	0.159821428571
YDR034W-B	861.0	24	0.154838709677
YOL110W	937.0	84	0.117812061711
YDR005C	1720.0	202	0.170176916596
YMR311C	3440.0	64	0.0928882438316
YBL039C	57600.0	264	0.151811385854
YGR188C	414.0	482	0.157259380098
YOR362C	12000.0	110	0.127020785219
YPR106W	521.0	240	0.180315552216
YLR126C	1510.0	105	0.139072847682
YDL053C	1560.0	66	0.118491921005
YML074C	9490.0	132	0.106882591093
YKR062W	1150.0	137	0.138945233266
YNL286W	1360.0	105	0.12252042007
YER010C	846.0	108	0.153409090909
YMR097C	1630.0	172	0.155938349955
YOR131C	396.0	100	0.15243902439
YGR002C	2230.0	188	0.131468531469
YEL041W	300.0	236	0.158708809684
YGR075C	2380.0	126	0.173076923077
YGR253C	17100.0	103	0.131713554987
YDR510W	2940.0	34	0.111475409836
YPL050C	1630.0	196	0.165122156698
YMR166C	2060.0	159	0.143761301989
YPR045C	3360.0	231	0.163597733711
YPL231W	17000.0	804	0.141974218612
YLR148W	2020.0	479	0.173802612482
YHR042W	46600.0	250	0.120481927711
YDL082W	133000.0	76	0.126878130217
YKL155C	1900.0	283	0.150053022269
YBR162W-A	846.0	27	0.137055837563
YDR148C	7970.0	190	0.136592379583
YPL096W	4850.0	164	0.150320806599
YDR335W	3500.0	648	0.17637452368
YPR141C	3250.0	320	0.146185472819
YMR039C	7820.0	84	0.0956719817768
YDR342C	7350.0	313	0.182827102804
YCR095C	5370.0	202	0.185661764706
YLL011W	6620.0	219	0.149081007488
YCR077C	656.0	303	0.126778242678
YNL191W	7300.0	164	0.15284249767
YJL110C	319.0	230	0.138972809668
YDR540C	172.0	73	0.135435992579
YBR001C	2500.0	390	0.166524338173
YKL108W	656.0	158	0.116091109478
YJR074W	2840.0	66	0.100609756098
YPR127W	2190.0	154	0.148505303761
YAL012W	38300.0	119	0.100506756757
YMR288W	521.0	484	0.166037735849
YIL156W	606.0	492	0.153032659409
YKL006W	45300.0	56	0.134615384615
YOR153W	42000.0	797	0.175744211687
YMR124W	166.0	343	0.121158601201
YDR099W	47600.0	113	0.137637028015
YHR170W	11900.0	236	0.151670951157
YDR259C	1350.0	154	0.133796698523
YDR177W	8940.0	86	0.132921174652
YKL068W	358.0	430	0.149357415769
YMR002W	6960.0	46	0.0978723404255
YLR145W	556.0	82	0.135537190083
YER081W	7670.0	231	0.163946061036
YIL096C	2960.0	176	0.174257425743
YOL046C	1780.0	119	0.176557863501
YFR011C	3550.0	71	0.138671875
YIL074C	2010.0	219	0.155429382541
YLR457C	339.0	125	0.130344108446
YNL249C	1050.0	282	0.173218673219
YGR056W	259.0	450	0.16152189519
YGL065C	1840.0	300	0.198544010589
YOR052C	9520.0	53	0.117256637168
YPL078C	12900.0	117	0.159400544959
YGR116W	8890.0	628	0.14420206659
YBR185C	2720.0	153	0.183014354067
YDR019C	4090.0	171	0.142262895175
YBR150C	573.0	570	0.173568818514
YMR196W	2220.0	503	0.154011022658
YDR499W	606.0	379	0.168970129291
YCR054C	8970.0	308	0.182140745121
YDL215C	7400.0	592	0.180597925564
YDR110W	1510.0	260	0.152941176471
YDR419W	1860.0	300	0.158061116965
YOR221C	1360.0	173	0.15988909427
YOL064C	7330.0	170	0.158434296365
YBL023C	1690.0	383	0.146968534152
YOR274W	2020.0	185	0.143856920684
YOR329C	704.0	362	0.138273491215
YLR005W	2340.0	205	0.148014440433
YDR124W	3510.0	150	0.154004106776
YNL267W	1600.0	507	0.1584375
YJL143W	1210.0	73	0.153361344538
YLR050C	358.0	84	0.173195876289
YOR124C	2420.0	659	0.172603457307
YOR296W	300.0	654	0.169035926596
YJL044C	2990.0	219	0.159156976744
YEL060C	1600.0	208	0.109071840587
YML026C	112000.0	65	0.147727272727
YPR066W	752.0	132	0.146829810901
YDR229W	2840.0	160	0.117560617193
YDL181W	981.0	31	0.120622568093
YBR022W	1170.0	85	0.15947467167
YER177W	158000.0	98	0.12204234122
YML048W	21400.0	196	0.161849710983
YBL064C	4510.0	109	0.138853503185
YHR006W	6490.0	210	0.129230769231
YGL126W	538.0	113	0.0989492119089
YLR228C	78.6	362	0.148117839607
YJR053W	1380.0	247	0.143271461717
YJL171C	5530.0	209	0.175630252101
YPL031C	6160.0	118	0.128680479826
YKL021C	3730.0	237	0.168563300142
YDL167C	3570.0	355	0.164427975915
YLR388W	6490.0	20	0.117647058824
YLR373C	2950.0	476	0.175970425139
YKR001C	5960.0	345	0.163197729423
YKR054C	195.0	2181	0.17763479394
YIR034C	112000.0	160	0.14272970562
YGL013C	1300.0	529	0.165003119152
YJR068W	4610.0	168	0.158341187559
YGR207C	2400.0	120	0.152866242038
YNL052W	3670.0	60	0.130151843818
YGR091W	1260.0	211	0.14218328841
YDL232W	2430.0	14	0.127272727273
YPL119C	1480.0	282	0.1521856449
YJR148W	25900.0	165	0.146017699115
YJR082C	504.0	43	0.126099706745
YOL087C	589.0	486	0.145074626866
YNL134C	3490.0	155	0.137168141593
YBR262C	2550.0	34	0.10625
YPL199C	2130.0	86	0.119113573407
YDL209C	2650.0	146	0.143277723258
YIL051C	168000.0	70	0.160183066362
YNR010W	1360.0	65	0.144766146993
YDR365C	656.0	241	0.127783669141
YNL169C	1080.0	258	0.171770972037
YHR070W	4120.0	153	0.102068045364
YDR460W	3050.0	114	0.118134715026
YNL112W	33100.0	222	0.135365853659
YOR360C	6510.0	275	0.174050632911
YOR335C	33800.0	457	0.158901251739
YER156C	6080.0	130	0.127952755906
YPL255W	922.0	171	0.147796024201
YOR095C	5680.0	121	0.155927835052
YEL038W	2850.0	98	0.143484626647
YOL025W	195.0	348	0.175580221998
YPL208W	4800.0	291	0.166190748144
YOL147C	1630.0	98	0.138028169014
YNL280C	1600.0	247	0.187689969605
YDR007W	1850.0	101	0.149851632047
YBR233W	1590.0	171	0.137792103143
YPL122C	8900.0	257	0.166774821544
YMR313C	3210.0	346	0.179460580913
YGR120C	3270.0	121	0.153553299492
YML001W	5530.0	100	0.159744408946
YLL028W	1470.0	301	0.171022727273
YER016W	3630.0	137	0.13249516441
YHR061C	1100.0	116	0.122881355932
YDR386W	300.0	292	0.153846153846
YLR026C	300.0	127	0.124266144814
YJR065C	6650.0	192	0.142327650111
YDL131W	21900.0	162	0.122541603631
YDL033C	1510.0	160	0.127693535515
YMR255W	2730.0	58	0.102473498233
YHR209W	4380.0	166	0.189714285714
YGL247W	125.0	117	0.197301854975
YDR516C	10600.0	199	0.132490013316
YPL233W	3710.0	68	0.104615384615
YOR063W	450.0	144	0.123817712812
YGR251W	1460.0	71	0.120338983051
YPR047W	1800.0	218	0.154719659333
YDR044W	22000.0	137	0.138945233266
YPL215W	14200.0	168	0.166832174777
YMR139W	6990.0	173	0.155575539568
YDL080C	2140.0	276	0.150902132313
YOR172W	125.0	424	0.179661016949
YOR105W	3670.0	54	0.165644171779
YPR143W	6200.0	81	0.107712765957
YNL322C	623.0	127	0.134962805526
YPL090C	66000.0	76	0.107042253521
YNL197C	5730.0	276	0.139042821159
YLR439W	7700.0	89	0.0928050052138
YCR020C	195.0	119	0.183925811437
YLL013C	846.0	347	0.131489200455
YPR125W	11300.0	194	0.142228739003
YHR049W	14600.0	96	0.131326949384
YBR007C	377.0	312	0.141176470588
YPR178W	1770.0	194	0.138869005011
YCR020W-B	3550.0	28	0.118644067797
YLR181C	4400.0	140	0.141129032258
YBL056W	19700.0	228	0.162162162162
YJL065C	3390.0	50	0.0994035785288
YKR020W	319.0	49	0.0991902834008
YMR202W	2640.0	100	0.149700598802
YMR004W	2210.0	225	0.14657980456
YPL176C	396.0	361	0.153551680136
YHR172W	2230.0	415	0.16794819911
YKL091C	2870.0	155	0.166309012876
YDL240W	468.0	524	0.17163445791
YFR013W	1770.0	349	0.147693609818
YHR013C	3310.0	103	0.143854748603
YGL045W	784.0	214	0.13144963145
YCL035C	3030.0	45	0.135542168675
YLR327C	504.0	25	0.0961538461538
YBR229C	238.0	483	0.168645251397
YMR100W	125.0	297	0.159505907626
YML128C	1070.0	208	0.134977287476
YLR455W	2610.0	136	0.148796498906
YNL247W	23000.0	352	0.15284411637
YFR028C	8550.0	258	0.155891238671
YDR292C	2000.0	296	0.158713136729
YMR194W	31600.0	33	0.109271523179
YMR167W	319.0	371	0.16067561715
YOR249C	259.0	369	0.179387457462
YOR140W	1040.0	263	0.114347826087
YDR391C	6020.0	107	0.15329512894
YOR276W	26900.0	69	0.142268041237
YMR309C	78900.0	398	0.163248564397
YOR089C	8760.0	83	0.131329113924
YBL021C	2510.0	37	0.0852534562212
YHR215W	3290.0	199	0.141838916607
YLL045C	80200.0	93	0.120779220779
YNL261W	768.0	274	0.190410006949
YDR065W	1670.0	176	0.160437556974
YKR078W	1270.0	283	0.161070005692
YDR272W	13700.0	123	0.14927184466
YML020W	377.0	278	0.139418254764
YLR103C	1730.0	306	0.156762295082
YEL062W	319.0	322	0.174336762317
YPR031W	172.0	368	0.163846838825
YLR038C	1390.0	34	0.135458167331
YNL096C	43500.0	72	0.125874125874
YDR038C	606.0	505	0.154198473282
YBR024W	1480.0	153	0.169060773481
YER171W	14400.0	409	0.175085616438
YDL047W	3970.0	131	0.140106951872
YML046W	4460.0	364	0.19269454738
YMR276W	3930.0	85	0.0758251561106
YKL027W	1170.0	189	0.140729709605
YJL173C	4280.0	53	0.14402173913
YDR152W	10300.0	98	0.122961104141
YKL127W	9820.0	286	0.167056074766
YDR309C	1130.0	152	0.132059079062
YLR386W	12400.0	454	0.171839515519
YER044C	377.0	84	0.188340807175
YMR072W	3810.0	80	0.145190562613
YJR033C	149.0	663	0.162779278173
YGL011C	15200.0	114	0.150395778364
YIR036C	1620.0	71	0.0897597977244
YMR123W	5750.0	50	0.135869565217
